country,year,fertilityrate,life_expectancy,Total_population
Mexico,1986,3.78,69.84,78.94
Mexico,1987,3.67,70.26,80.57
Mexico,1988,3.57,70.67,82.22
Mexico,1989,3.47,71.09,83.9
Mexico,1990,3.38,71.5,85.61
Mexico,1991,3.29,71.9,87.35
Mexico,1992,3.2,72.1,89.11
Mexico,1993,3.12,72.4,90.89
Mexico,1994,3.04,72.7,92.66
Mexico,1995,2.97,73.0,94.43
Mexico,1996,2.9,73.3,96.18
Mexico,1997,2.83,73.6,97.93
Mexico,1998,2.77,73.7,99.63
Mexico,1999,2.71,74.1,101.27
Mexico,2000,2.66,74.6,102.81
Mexico,2001,2.61,74.9,104.24
Mexico,2002,2.57,74.9,105.58
Mexico,2003,2.52,74.9,106.89
Mexico,2004,2.48,75.2,108.26
Mexico,2005,2.45,75.1,109.75
Mexico,2006,2.41,75.4,111.38
Mexico,2007,2.38,75.6,113.14
Mexico,2008,2.35,75.4,114.97
Mexico,2009,2.31,75.3,116.82
Mexico,2010,2.28,75.4,118.62
Mexico,2011,2.25,75.7,120.37
Mexico,2012,2.22,75.7,122.07
Mexico,2013,2.19,75.4,123.74
Mexico,2014,2.16,75.6,125.39
Mexico,2015,2.13,75.9,127.02
Moldova,1800,6.39,33.15,0.71
Moldova,1810,6.39,33.15,0.71
Moldova,1820,6.39,33.15,0.73
Moldova,1830,6.39,33.15,0.78
Moldova,1840,6.39,33.15,0.86
Moldova,1850,6.39,33.15,0.94
Moldova,1860,6.39,33.15,1.03
Moldova,1870,6.39,33.15,1.13
Moldova,1880,6.39,33.15,1.23
Moldova,1890,6.39,33.15,1.35
Moldova,1900,6.31,33.15,1.48
Moldova,1910,6.03,33.15,1.62
Moldova,1920,5.74,33.15,1.77
Moldova,1930,4.95,38.02,1.94
Moldova,1940,3.38,47.51,2.13
Moldova,1950,3.48,58.26,2.34
Moldova,1951,3.49,58.5,2.38
Moldova,1952,3.5,58.96,2.43
Moldova,1953,3.51,59.42,2.49
Moldova,1954,3.51,59.85,2.56
Moldova,1955,3.5,60.27,2.63
Moldova,1956,3.49,60.68,2.7
Moldova,1957,3.46,61.07,2.78
Moldova,1958,3.43,61.46,2.85
Moldova,1959,3.38,61.84,2.93
Moldova,1960,3.33,62.22,3.0
Moldova,1961,3.26,62.61,3.08
Moldova,1962,3.18,62.99,3.15
Moldova,1963,3.09,63.38,3.21
Moldova,1964,2.99,63.77,3.28
Moldova,1965,2.89,64.14,3.34
Moldova,1966,2.8,64.48,3.39
Moldova,1967,2.72,64.78,3.44
Moldova,1968,2.66,65.03,3.5
Moldova,1969,2.61,65.23,3.54
Moldova,1970,2.58,65.39,3.59
Moldova,1971,2.56,65.48,3.65
Moldova,1972,2.54,65.55,3.7
Moldova,1973,2.52,65.58,3.75
Moldova,1974,2.5,65.6,3.8
Moldova,1975,2.48,65.6,3.84
Moldova,1976,2.47,65.57,3.88
Moldova,1977,2.46,65.52,3.91
Moldova,1978,2.45,65.47,3.94
Moldova,1979,2.46,65.41,3.97
Moldova,1980,2.48,65.4,4.01
Moldova,1981,2.51,65.48,4.05
Moldova,1982,2.55,65.68,4.09
Moldova,1983,2.59,65.98,4.13
Moldova,1984,2.62,66.38,4.17
Moldova,1985,2.64,66.83,4.21
Moldova,1986,2.65,67.29,4.25
Moldova,1987,2.63,67.69,4.29
Moldova,1988,2.58,67.98,4.32
Moldova,1989,2.51,68.16,4.35
Moldova,1990,2.41,68.2,4.36
Moldova,1991,2.31,67.4,4.37
Moldova,1992,2.19,67.6,4.38
Moldova,1993,2.08,67.4,4.37
Moldova,1994,1.98,65.8,4.36
Moldova,1995,1.88,65.4,4.34
Moldova,1996,1.8,66.1,4.31
Moldova,1997,1.73,67.9,4.28
Moldova,1998,1.67,68.5,4.25
Moldova,1999,1.61,68.4,4.22
Moldova,2000,1.57,68.6,4.2
Moldova,2001,1.54,69.2,4.19
Moldova,2002,1.51,69.6,4.18
Moldova,2003,1.5,69.9,4.17
Moldova,2004,1.49,70.2,4.17
Moldova,2005,1.49,69.5,4.16
Moldova,2006,1.49,69.8,4.14
Moldova,2007,1.49,70.0,4.13
Moldova,2008,1.49,70.4,4.11
Moldova,2009,1.48,70.6,4.1
Moldova,2010,1.48,70.5,4.08
Moldova,2011,1.47,72.3,4.08
Moldova,2012,1.46,72.4,4.07
Moldova,2013,1.46,73.3,4.07
Moldova,2014,1.45,73.6,4.07
Moldova,2015,1.45,73.9,4.07
Mongolia,1800,5.94,31.8,0.62
Mongolia,1810,5.94,31.8,0.62
Mongolia,1820,5.94,31.8,0.62
Mongolia,1830,5.94,31.8,0.63
Mongolia,1840,5.94,31.8,0.64
Mongolia,1850,5.94,31.8,0.65
Mongolia,1860,5.94,31.8,0.66
Mongolia,1870,5.94,31.8,0.67
Mongolia,1880,5.94,31.8,0.68
Mongolia,1890,5.94,31.8,0.69
Mongolia,1900,5.94,31.8,0.7
Mongolia,1910,5.94,31.8,0.72
Mongolia,1920,5.94,31.8,0.73
Mongolia,1930,5.85,31.8,0.75
Mongolia,1940,5.67,31.8,0.76
Mongolia,1950,5.5,42.93,0.78
Mongolia,1951,5.5,43.09,0.79
Mongolia,1952,5.54,43.41,0.81
Mongolia,1953,5.61,43.83,0.82
Mongolia,1954,5.71,44.34,0.84
Mongolia,1955,5.86,44.96,0.86
Mongolia,1956,6.04,45.66,0.87
Mongolia,1957,6.25,46.46,0.89
Mongolia,1958,6.48,47.33,0.91
Mongolia,1959,6.72,48.25,0.93
Mongolia,1960,6.95,49.2,0.96
Mongolia,1961,7.17,50.15,0.98
Mongolia,1962,7.35,51.08,1.01
Mongolia,1963,7.48,51.94,1.04
Mongolia,1964,7.56,52.74,1.07
Mongolia,1965,7.59,53.48,1.11
Mongolia,1966,7.6,54.16,1.14
Mongolia,1967,7.59,54.8,1.17
Mongolia,1968,7.58,55.43,1.21
Mongolia,1969,7.58,56.02,1.24
Mongolia,1970,7.57,56.58,1.28
Mongolia,1971,7.55,57.08,1.32
Mongolia,1972,7.5,57.49,1.36
Mongolia,1973,7.41,57.82,1.4
Mongolia,1974,7.29,58.06,1.44
Mongolia,1975,7.14,58.22,1.48
Mongolia,1976,6.97,58.31,1.52
Mongolia,1977,6.78,58.36,1.56
Mongolia,1978,6.59,58.4,1.6
Mongolia,1979,6.4,58.46,1.65
Mongolia,1980,6.21,58.56,1.69
Mongolia,1981,6.03,58.73,1.73
Mongolia,1982,5.86,59.0,1.78
Mongolia,1983,5.7,59.34,1.82
Mongolia,1984,5.53,59.76,1.87
Mongolia,1985,5.35,60.22,1.92
Mongolia,1986,5.14,60.71,1.98
Mongolia,1987,4.91,61.18,2.03
Mongolia,1988,4.64,61.61,2.09
Mongolia,1989,4.36,61.98,2.14
Mongolia,1990,4.05,62.3,2.18
Mongolia,1991,3.75,62.3,2.22
Mongolia,1992,3.45,62.2,2.24
Mongolia,1993,3.18,62.0,2.26
Mongolia,1994,2.94,62.0,2.28
Mongolia,1995,2.74,61.7,2.3
Mongolia,1996,2.57,61.7,2.32
Mongolia,1997,2.43,61.9,2.34
Mongolia,1998,2.31,62.1,2.36
Mongolia,1999,2.22,62.3,2.38
Mongolia,2000,2.14,62.5,2.4
Mongolia,2001,2.1,62.7,2.42
Mongolia,2002,2.09,62.9,2.44
Mongolia,2003,2.1,63.1,2.47
Mongolia,2004,2.14,63.4,2.5
Mongolia,2005,2.19,63.6,2.53
Mongolia,2006,2.25,64.0,2.56
Mongolia,2007,2.32,64.4,2.59
Mongolia,2008,2.37,64.8,2.63
Mongolia,2009,2.41,65.0,2.67
Mongolia,2010,2.44,65.2,2.71
Mongolia,2011,2.45,65.6,2.76
Mongolia,2012,2.45,66.0,2.81
Mongolia,2013,2.44,66.4,2.86
Mongolia,2014,2.42,66.8,2.91
Mongolia,2015,2.4,67.1,2.96
Montenegro,1800,5.9,35.4,0.13
Montenegro,1810,5.9,35.4,0.13
Montenegro,1820,5.9,35.4,0.13
Montenegro,1830,5.9,35.4,0.14
Montenegro,1840,5.9,35.4,0.15
Montenegro,1850,5.9,35.4,0.17
Montenegro,1860,5.48,35.4,0.18
Montenegro,1870,5.37,35.4,0.2
Montenegro,1880,5.33,35.4,0.21
Montenegro,1890,5.28,35.4,0.23
Montenegro,1900,5.24,35.4,0.25
Montenegro,1910,5.2,35.4,0.28
Montenegro,1920,4.92,35.4,0.3
Montenegro,1930,4.64,43.33,0.33
Montenegro,1940,4.36,51.25,0.36
Montenegro,1950,4.08,59.2,0.39
Montenegro,1951,4.07,59.32,0.4
Montenegro,1952,4.05,59.59,0.41
Montenegro,1953,4.02,59.91,0.42
Montenegro,1954,3.98,60.31,0.43
Montenegro,1955,3.93,60.78,0.44
Montenegro,1956,3.86,61.3,0.45
Montenegro,1957,3.79,61.87,0.46
Montenegro,1958,3.71,62.5,0.47
Montenegro,1959,3.62,63.17,0.48
Montenegro,1960,3.52,63.86,0.49
Montenegro,1961,3.42,64.54,0.5
Montenegro,1962,3.31,65.21,0.51
Montenegro,1963,3.2,65.86,0.52
Montenegro,1964,3.09,66.47,0.53
Montenegro,1965,2.99,67.05,0.53
Montenegro,1966,2.91,67.62,0.53
Montenegro,1967,2.83,68.19,0.53
Montenegro,1968,2.77,68.78,0.52
Montenegro,1969,2.73,69.36,0.52
Montenegro,1970,2.69,69.94,0.52
Montenegro,1971,2.66,70.48,0.52
Montenegro,1972,2.63,70.99,0.53
Montenegro,1973,2.59,71.41,0.54
Montenegro,1974,2.55,71.78,0.55
Montenegro,1975,2.5,72.07,0.55
Montenegro,1976,2.45,72.33,0.56
Montenegro,1977,2.4,72.55,0.57
Montenegro,1978,2.35,72.75,0.57
Montenegro,1979,2.31,72.95,0.57
Montenegro,1980,2.27,73.16,0.58
Montenegro,1981,2.23,73.35,0.59
Montenegro,1982,2.19,73.52,0.6
Montenegro,1983,2.15,73.68,0.6
Montenegro,1984,2.1,73.83,0.61
Montenegro,1985,2.06,73.96,0.61
Montenegro,1986,2.02,74.08,0.62
Montenegro,1987,1.98,74.21,0.62
Montenegro,1988,1.94,74.35,0.62
Montenegro,1989,1.9,74.47,0.62
Montenegro,1990,1.87,74.6,0.61
Montenegro,1991,1.84,74.4,0.62
Montenegro,1992,1.83,74.2,0.62
Montenegro,1993,1.82,73.9,0.62
Montenegro,1994,1.81,73.7,0.62
Montenegro,1995,1.82,73.5,0.62
Montenegro,1996,1.82,73.4,0.62
Montenegro,1997,1.82,73.3,0.62
Montenegro,1998,1.83,73.1,0.62
Montenegro,1999,1.82,73.0,0.61
Montenegro,2000,1.82,73.3,0.61
Montenegro,2001,1.8,73.5,0.61
Montenegro,2002,1.79,74.0,0.61
Montenegro,2003,1.78,74.5,0.61
Montenegro,2004,1.77,74.8,0.62
Montenegro,2005,1.76,75.0,0.62
Montenegro,2006,1.75,75.2,0.62
Montenegro,2007,1.73,75.6,0.62
Montenegro,2008,1.72,76.0,0.62
Montenegro,2009,1.71,76.3,0.62
Montenegro,2010,1.7,76.5,0.62
Montenegro,2011,1.69,76.7,0.62
Montenegro,2012,1.68,76.8,0.62
Montenegro,2013,1.67,76.9,0.62
Montenegro,2014,1.66,77.1,0.63
Montenegro,2015,1.65,77.2,0.63
Morocco,1800,6.5,33.1,2.5
Morocco,1810,6.5,33.1,2.6
Morocco,1820,6.5,33.1,2.71
Morocco,1830,6.5,33.1,2.88
Morocco,1840,6.5,33.1,3.08
Morocco,1850,6.5,33.1,3.3
Morocco,1860,6.5,33.1,3.53
Morocco,1870,6.5,33.1,3.78
Morocco,1880,6.5,33.1,4.06
Morocco,1890,6.5,33.1,4.35
Morocco,1900,6.5,33.1,4.67
Morocco,1910,6.5,33.1,5.01
Morocco,1920,6.5,33.1,5.69
Morocco,1930,6.5,33.1,6.62
Morocco,1940,6.5,33.1,7.7
Morocco,1950,6.5,45.63,8.99
Morocco,1951,6.53,45.84,9.24
Morocco,1952,6.58,46.21,9.53
Morocco,1953,6.63,46.58,9.84
Morocco,1954,6.69,46.98,10.16
Morocco,1955,6.76,47.39,10.5
Morocco,1956,6.82,47.81,10.85
Morocco,1957,6.89,48.25,11.21
Morocco,1958,6.95,48.7,11.58
Morocco,1959,7.01,49.17,11.95
Morocco,1960,7.07,49.64,12.33
Morocco,1961,7.11,50.11,12.71
Morocco,1962,7.13,50.6,13.1
Morocco,1963,7.14,51.09,13.49
Morocco,1964,7.12,51.58,13.87
Morocco,1965,7.08,52.06,14.25
Morocco,1966,7.02,52.54,14.62
Morocco,1967,6.95,53.0,14.98
Morocco,1968,6.87,53.46,15.34
Morocco,1969,6.78,53.91,15.69
Morocco,1970,6.69,54.34,16.04
Morocco,1971,6.59,54.77,16.39
Morocco,1972,6.49,55.19,16.74
Morocco,1973,6.38,55.62,17.1
Morocco,1974,6.27,56.08,17.47
Morocco,1975,6.17,56.56,17.85
Morocco,1976,6.07,57.11,18.26
Morocco,1977,5.97,57.72,18.69
Morocco,1978,5.88,58.39,19.13
Morocco,1979,5.78,59.13,19.6
Morocco,1980,5.68,59.93,20.07
Morocco,1981,5.57,60.77,20.56
Morocco,1982,5.44,61.63,21.07
Morocco,1983,5.29,62.49,21.58
Morocco,1984,5.12,63.33,22.09
Morocco,1985,4.94,64.14,22.6
Morocco,1986,4.75,64.91,23.08
Morocco,1987,4.57,65.66,23.56
Morocco,1988,4.39,66.38,24.03
Morocco,1989,4.22,67.06,24.49
Morocco,1990,4.06,67.7,24.95
Morocco,1991,3.91,68.1,25.41
Morocco,1992,3.76,68.4,25.87
Morocco,1993,3.61,68.6,26.31
Morocco,1994,3.46,69.1,26.75
Morocco,1995,3.31,69.5,27.16
Morocco,1996,3.17,70.0,27.56
Morocco,1997,3.03,70.4,27.93
Morocco,1998,2.91,70.8,28.29
Morocco,1999,2.8,71.1,28.63
Morocco,2000,2.7,71.5,28.95
Morocco,2001,2.61,71.8,29.25
Morocco,2002,2.54,72.0,29.54
Morocco,2003,2.47,72.3,29.81
Morocco,2004,2.42,72.5,30.09
Morocco,2005,2.39,72.7,30.39
Morocco,2006,2.38,72.9,30.69
Morocco,2007,2.4,73.1,31.01
Morocco,2008,2.44,73.3,31.35
Morocco,2009,2.51,73.5,31.71
Morocco,2010,2.58,73.7,32.11
Morocco,2011,2.65,73.9,32.53
Morocco,2012,2.71,74.1,32.98
Morocco,2013,2.74,74.3,33.45
Morocco,2014,2.74,74.4,33.92
Morocco,2015,2.71,74.6,34.38
Mozambique,1800,6.63,30.28,1.98
Mozambique,1810,6.63,30.28,2.04
Mozambique,1820,6.63,30.28,2.13
Mozambique,1830,6.63,30.28,2.29
Mozambique,1840,6.63,30.28,2.49
Mozambique,1850,6.63,30.28,2.72
Mozambique,1860,6.63,30.28,2.96
Mozambique,1870,6.63,30.28,3.21
Mozambique,1880,6.63,30.28,3.49
Mozambique,1890,6.63,30.28,3.79
Mozambique,1900,6.63,30.28,4.12
Mozambique,1910,6.63,30.28,4.47
Mozambique,1920,6.63,30.28,4.86
Mozambique,1930,6.62,30.28,5.3
Mozambique,1940,6.61,30.28,5.78
Mozambique,1950,6.6,31.85,6.31
Mozambique,1951,6.6,32.26,6.41
Mozambique,1952,6.6,32.92,6.5
Mozambique,1953,6.6,33.58,6.61
Mozambique,1954,6.6,34.25,6.72
Mozambique,1955,6.6,34.91,6.83
Mozambique,1956,6.6,35.58,6.95
Mozambique,1957,6.6,36.23,7.08
Mozambique,1958,6.6,36.89,7.21
Mozambique,1959,6.6,37.54,7.35
Mozambique,1960,6.6,38.17,7.49
Mozambique,1961,6.6,38.79,7.64
Mozambique,1962,6.6,39.4,7.8
Mozambique,1963,6.6,39.98,7.96
Mozambique,1964,6.6,40.54,8.13
Mozambique,1965,6.6,41.1,8.3
Mozambique,1966,6.6,41.66,8.48
Mozambique,1967,6.6,42.21,8.67
Mozambique,1968,6.6,42.78,8.86
Mozambique,1969,6.6,43.37,9.06
Mozambique,1970,6.59,43.97,9.26
Mozambique,1971,6.59,44.58,9.47
Mozambique,1972,6.58,45.21,9.68
Mozambique,1973,6.57,45.85,9.9
Mozambique,1974,6.56,46.46,10.14
Mozambique,1975,6.55,47.06,10.4
Mozambique,1976,6.54,47.61,10.69
Mozambique,1977,6.53,48.1,11.0
Mozambique,1978,6.52,48.52,11.32
Mozambique,1979,6.51,48.88,11.64
Mozambique,1980,6.49,49.17,11.94
Mozambique,1981,6.47,49.4,12.23
Mozambique,1982,6.46,49.57,12.51
Mozambique,1983,6.44,49.72,12.77
Mozambique,1984,6.42,49.87,12.97
Mozambique,1985,6.4,50.02,13.1
Mozambique,1986,6.37,50.21,13.16
Mozambique,1987,6.35,50.45,13.14
Mozambique,1988,6.31,50.74,13.12
Mozambique,1989,6.28,51.08,13.18
Mozambique,1990,6.24,51.5,13.37
Mozambique,1991,6.19,51.7,13.72
Mozambique,1992,6.14,52.1,14.2
Mozambique,1993,6.09,52.3,14.78
Mozambique,1994,6.03,52.6,15.36
Mozambique,1995,5.98,52.7,15.91
Mozambique,1996,5.93,52.6,16.41
Mozambique,1997,5.88,52.5,16.87
Mozambique,1998,5.84,52.6,17.32
Mozambique,1999,5.81,52.6,17.77
Mozambique,2000,5.78,52.3,18.26
Mozambique,2001,5.76,52.8,18.79
Mozambique,2002,5.74,52.7,19.35
Mozambique,2003,5.72,52.9,19.93
Mozambique,2004,5.7,53.0,20.52
Mozambique,2005,5.67,52.9,21.13
Mozambique,2006,5.63,53.0,21.74
Mozambique,2007,5.59,53.2,22.36
Mozambique,2008,5.54,54.0,22.99
Mozambique,2009,5.48,54.4,23.65
Mozambique,2010,5.41,54.4,24.32
Mozambique,2011,5.34,54.5,25.02
Mozambique,2012,5.26,54.5,25.73
Mozambique,2013,5.19,54.8,26.47
Mozambique,2014,5.11,56.1,27.22
Mozambique,2015,5.04,57.1,27.98
Namibia,1800,5.96,32.4,0.23
Namibia,1810,5.96,32.4,0.23
Namibia,1820,5.96,32.4,0.23
Namibia,1830,5.96,32.4,0.23
Namibia,1840,5.96,32.4,0.23
Namibia,1850,5.96,32.4,0.23
Namibia,1860,5.96,32.4,0.23
Namibia,1870,5.96,32.4,0.23
Namibia,1880,5.96,32.4,0.23
Namibia,1890,5.96,32.4,0.23
Namibia,1900,5.96,32.4,0.23
Namibia,1910,5.96,32.4,0.23
Namibia,1920,5.96,32.4,0.23
Namibia,1930,5.96,32.4,0.27
Namibia,1940,5.96,32.4,0.33
Namibia,1950,5.96,40.33,0.49
Namibia,1951,5.97,40.72,0.49
Namibia,1952,5.99,41.49,0.5
Namibia,1953,6.01,42.23,0.52
Namibia,1954,6.03,42.96,0.53
Namibia,1955,6.05,43.69,0.54
Namibia,1956,6.07,44.39,0.55
Namibia,1957,6.09,45.09,0.56
Namibia,1958,6.11,45.76,0.57
Namibia,1959,6.13,46.42,0.59
Namibia,1960,6.15,47.07,0.6
Namibia,1961,6.17,47.7,0.62
Namibia,1962,6.18,48.31,0.63
Namibia,1963,6.2,48.9,0.65
Namibia,1964,6.22,49.48,0.67
Namibia,1965,6.24,50.05,0.68
Namibia,1966,6.26,50.61,0.7
Namibia,1967,6.3,51.17,0.72
Namibia,1968,6.35,51.71,0.74
Namibia,1969,6.4,52.26,0.76
Namibia,1970,6.46,52.81,0.78
Namibia,1971,6.52,53.36,0.8
Namibia,1972,6.57,53.91,0.83
Namibia,1973,6.61,54.44,0.86
Namibia,1974,6.64,54.98,0.88
Namibia,1975,6.65,55.51,0.91
Namibia,1976,6.65,56.04,0.93
Namibia,1977,6.62,56.56,0.95
Namibia,1978,6.58,57.07,0.97
Namibia,1979,6.52,57.57,0.99
Namibia,1980,6.45,58.06,1.01
Namibia,1981,6.36,58.54,1.03
Namibia,1982,6.26,59.01,1.06
Namibia,1983,6.15,59.45,1.08
Namibia,1984,6.02,59.87,1.11
Namibia,1985,5.89,60.27,1.15
Namibia,1986,5.76,60.65,1.19
Namibia,1987,5.63,61.0,1.25
Namibia,1988,5.49,61.3,1.3
Namibia,1989,5.36,61.54,1.36
Namibia,1990,5.23,61.7,1.42
Namibia,1991,5.1,61.9,1.47
Namibia,1992,4.97,62.0,1.51
Namibia,1993,4.84,62.0,1.56
Namibia,1994,4.72,61.5,1.61
Namibia,1995,4.59,60.5,1.65
Namibia,1996,4.47,59.3,1.71
Namibia,1997,4.35,58.1,1.76
Namibia,1998,4.24,56.7,1.81
Namibia,1999,4.13,55.4,1.86
Namibia,2000,4.03,54.0,1.9
Namibia,2001,3.94,53.4,1.93
Namibia,2002,3.85,52.7,1.96
Namibia,2003,3.76,52.4,1.98
Namibia,2004,3.67,52.5,2.0
Namibia,2005,3.59,53.1,2.03
Namibia,2006,3.51,54.9,2.05
Namibia,2007,3.44,57.5,2.08
Namibia,2008,3.36,59.1,2.12
Namibia,2009,3.3,60.3,2.15
Namibia,2010,3.23,61.4,2.19
Namibia,2011,3.17,62.6,2.24
Namibia,2012,3.11,63.6,2.29
Namibia,2013,3.05,63.9,2.35
Namibia,2014,3.0,64.1,2.4
Namibia,2015,2.95,64.2,2.46
Nepal,1800,6.15,32.8,3.88
Nepal,1810,6.15,32.8,3.88
Nepal,1820,6.15,32.8,3.92
Nepal,1830,6.15,32.8,4.03
Nepal,1840,6.15,32.8,4.19
Nepal,1850,6.15,32.8,4.35
Nepal,1860,6.15,32.8,4.54
Nepal,1870,6.15,32.8,4.75
Nepal,1880,6.15,32.8,5.0
Nepal,1890,6.15,32.8,5.26
Nepal,1900,6.15,32.8,5.42
Nepal,1910,6.15,32.8,5.7
Nepal,1920,6.15,32.8,6.23
Nepal,1930,6.12,32.8,6.9
Nepal,1940,6.06,32.8,7.64
Nepal,1950,5.99,35.26,8.48
Nepal,1951,5.99,35.53,8.66
Nepal,1952,5.99,36.0,8.82
Nepal,1953,5.99,36.48,8.98
Nepal,1954,5.99,36.96,9.14
Nepal,1955,5.99,37.43,9.29
Nepal,1956,5.99,37.9,9.44
Nepal,1957,5.99,38.38,9.59
Nepal,1958,5.99,38.85,9.75
Nepal,1959,5.99,39.32,9.9
Nepal,1960,5.99,39.8,10.06
Nepal,1961,5.99,40.26,10.22
Nepal,1962,6.0,40.74,10.38
Nepal,1963,6.0,41.21,10.54
Nepal,1964,6.0,41.67,10.72
Nepal,1965,6.0,42.14,10.91
Nepal,1966,6.0,42.6,11.1
Nepal,1967,5.99,43.05,11.31
Nepal,1968,5.99,43.51,11.52
Nepal,1969,5.98,43.97,11.75
Nepal,1970,5.97,44.43,11.99
Nepal,1971,5.96,44.91,12.23
Nepal,1972,5.95,45.41,12.49
Nepal,1973,5.93,45.92,12.75
Nepal,1974,5.91,46.47,13.03
Nepal,1975,5.89,47.05,13.31
Nepal,1976,5.87,47.64,13.61
Nepal,1977,5.85,48.28,13.91
Nepal,1978,5.82,48.94,14.23
Nepal,1979,5.8,49.63,14.55
Nepal,1980,5.76,50.32,14.89
Nepal,1981,5.72,51.06,15.24
Nepal,1982,5.68,51.81,15.6
Nepal,1983,5.63,52.57,15.96
Nepal,1984,5.57,53.36,16.34
Nepal,1985,5.51,54.17,16.71
Nepal,1986,5.44,54.98,17.09
Nepal,1987,5.38,55.83,17.47
Nepal,1988,5.31,56.68,17.87
Nepal,1989,5.24,57.53,18.29
Nepal,1990,5.17,58.4,18.74
Nepal,1991,5.09,59.1,19.24
Nepal,1992,5.0,60.0,19.77
Nepal,1993,4.91,60.2,20.31
Nepal,1994,4.82,61.0,20.86
Nepal,1995,4.71,61.7,21.39
Nepal,1996,4.6,62.5,21.9
Nepal,1997,4.47,63.4,22.4
Nepal,1998,4.34,63.9,22.87
Nepal,1999,4.21,64.6,23.32
Nepal,2000,4.07,65.2,23.74
Nepal,2001,3.92,65.9,24.14
Nepal,2002,3.78,65.9,24.52
Nepal,2003,3.63,66.8,24.87
Nepal,2004,3.49,67.0,25.2
Nepal,2005,3.34,67.4,25.51
Nepal,2006,3.19,67.8,25.79
Nepal,2007,3.05,68.1,26.06
Nepal,2008,2.9,68.4,26.33
Nepal,2009,2.76,68.7,26.59
Nepal,2010,2.62,69.0,26.88
Nepal,2011,2.5,69.3,27.18
Nepal,2012,2.39,69.7,27.5
Nepal,2013,2.3,69.9,27.83
Nepal,2014,2.23,70.2,28.17
Nepal,2015,2.18,69.7,28.51
Netherlands,1800,5.11,39.86,2.25
Netherlands,1810,5.11,39.86,2.29
Netherlands,1820,5.11,39.86,2.41
Netherlands,1830,5.11,39.86,2.62
Netherlands,1840,5.11,39.86,2.88
Netherlands,1850,4.89,39.86,3.12
Netherlands,1860,4.75,36.91,3.34
Netherlands,1870,5.12,37.34,3.62
Netherlands,1880,5.35,40.39,4.02
Netherlands,1890,5.07,44.4,4.53
Netherlands,1900,4.45,48.4,5.15
Netherlands,1910,3.94,55.14,5.92
Netherlands,1920,3.89,57.84,6.85
Netherlands,1930,3.03,64.73,7.88
Netherlands,1940,2.67,65.4,8.86
Netherlands,1950,3.1,71.44,10.03
Netherlands,1951,3.05,71.5,10.15
Netherlands,1952,3.09,72.12,10.28
Netherlands,1953,3.03,71.7,10.41
Netherlands,1954,3.03,72.39,10.54
Netherlands,1955,3.03,72.51,10.68
Netherlands,1956,3.05,72.52,10.82
Netherlands,1957,3.08,72.97,10.97
Netherlands,1958,3.11,73.13,11.11
Netherlands,1959,3.17,73.17,11.26
Netherlands,1960,3.12,73.35,11.42
Netherlands,1961,3.22,73.54,11.58
Netherlands,1962,3.18,73.21,11.74
Netherlands,1963,3.19,73.33,11.9
Netherlands,1964,3.17,73.71,12.06
Netherlands,1965,3.04,73.58,12.22
Netherlands,1966,2.9,73.52,12.37
Netherlands,1967,2.81,73.79,12.53
Netherlands,1968,2.72,73.6,12.68
Netherlands,1969,2.75,73.51,12.82
Netherlands,1970,2.57,73.57,12.96
Netherlands,1971,2.36,73.81,13.1
Netherlands,1972,2.15,73.72,13.24
Netherlands,1973,1.9,74.17,13.37
Netherlands,1974,1.77,74.56,13.49
Netherlands,1975,1.66,74.49,13.61
Netherlands,1976,1.63,74.61,13.72
Netherlands,1977,1.58,75.2,13.83
Netherlands,1978,1.58,75.11,13.93
Netherlands,1979,1.56,75.59,14.02
Netherlands,1980,1.6,75.72,14.1
Netherlands,1981,1.56,75.93,14.18
Netherlands,1982,1.5,76.01,14.26
Netherlands,1983,1.47,76.21,14.33
Netherlands,1984,1.49,76.28,14.4
Netherlands,1985,1.51,76.34,14.47
Netherlands,1986,1.55,76.31,14.55
Netherlands,1987,1.56,76.78,14.63
Netherlands,1988,1.55,76.98,14.72
Netherlands,1989,1.55,76.82,14.82
Netherlands,1990,1.62,77.0,14.92
Netherlands,1991,1.61,77.2,15.02
Netherlands,1992,1.59,77.3,15.13
Netherlands,1993,1.57,77.2,15.24
Netherlands,1994,1.57,77.5,15.35
Netherlands,1995,1.53,77.6,15.45
Netherlands,1996,1.53,77.6,15.55
Netherlands,1997,1.56,77.9,15.64
Netherlands,1998,1.63,78.1,15.72
Netherlands,1999,1.65,78.0,15.81
Netherlands,2000,1.72,78.1,15.89
Netherlands,2001,1.71,78.3,15.98
Netherlands,2002,1.73,78.5,16.08
Netherlands,2003,1.75,78.7,16.17
Netherlands,2004,1.73,79.1,16.25
Netherlands,2005,1.71,79.6,16.33
Netherlands,2006,1.72,79.9,16.4
Netherlands,2007,1.72,80.2,16.46
Netherlands,2008,1.77,80.3,16.52
Netherlands,2009,1.79,80.6,16.58
Netherlands,2010,1.8,80.8,16.63
Netherlands,2011,1.76,80.9,16.69
Netherlands,2012,1.76,81.0,16.75
Netherlands,2013,1.77,81.2,16.81
Netherlands,2014,1.78,81.3,16.87
Netherlands,2015,1.78,81.3,16.92
New Zealand,1800,5.25,34.05,0.1
New Zealand,1810,5.25,34.05,0.1
New Zealand,1820,5.25,34.05,0.1
New Zealand,1830,5.25,34.05,0.09
